COD_ISTAT;COMUNE;SIGLA;PROVINCIA;ID_COMUNE_STATO;COMUNE_POSTE;CODICE_CATASTALE;COD_ISTAT_REGIONE;REGIONE;
008001;AIROLE;IM;IMPERIA;0;AIROLE;A111;07;LIGURIA;
008002;APRICALE;IM;IMPERIA;0;APRICALE;A338;07;LIGURIA;
008003;AQUILA D'ARROSCIA;IM;IMPERIA;0;AQUILA DI ARROSCIA;A344;07;LIGURIA;
008004;ARMO;IM;IMPERIA;0;ARMO;A418;07;LIGURIA;
008005;AURIGO;IM;IMPERIA;0;AURIGO;A499;07;LIGURIA;
008006;BADALUCCO;IM;IMPERIA;0;BADALUCCO;A536;07;LIGURIA;
008007;BAJARDO;IM;IMPERIA;0;BAJARDO;A581;07;LIGURIA;
008008;BORDIGHERA;IM;IMPERIA;0;BORDIGHERA;A984;07;LIGURIA;
008009;BORGHETTO D'ARROSCIA;IM;IMPERIA;0;BORGHETTO D'ARROSCIA;A993;07;LIGURIA;
008010;BORGOMARO;IM;IMPERIA;0;BORGOMARO;B020;07;LIGURIA;
008011;CAMPOROSSO;IM;IMPERIA;0;CAMPOROSSO;B559;07;LIGURIA;
008012;CARAVONICA;IM;IMPERIA;0;CARAVONICA;B734;07;LIGURIA;
008013;CARPASIO;IM;IMPERIA;0;CARPASIO;B814;07;LIGURIA;
008015;CASTEL VITTORIO;IM;IMPERIA;0;CASTEL VITTORIO;C110;07;LIGURIA;
008014;CASTELLARO;IM;IMPERIA;0;CASTELLARO;C143;07;LIGURIA;
008016;CERIANA;IM;IMPERIA;0;CERIANA;C511;07;LIGURIA;
008017;CERVO;IM;IMPERIA;0;CERVO;C559;07;LIGURIA;
008018;CESIO;IM;IMPERIA;0;CESIO;C578;07;LIGURIA;
008019;CHIUSANICO;IM;IMPERIA;0;CHIUSANICO;C657;07;LIGURIA;
008020;CHIUSAVECCHIA;IM;IMPERIA;0;CHIUSAVECCHIA;C660;07;LIGURIA;
008021;CIPRESSA;IM;IMPERIA;0;CIPRESSA;C718;07;LIGURIA;
008022;CIVEZZA;IM;IMPERIA;0;CIVEZZA;C755;07;LIGURIA;
008023;COSIO DI ARROSCIA;IM;IMPERIA;0;COSIO DI ARROSCIA;D087;07;LIGURIA;
008024;COSTARAINERA;IM;IMPERIA;0;COSTARAINERA;D114;07;LIGURIA;
008025;DIANO ARENTINO;IM;IMPERIA;0;DIANO ARENTINO;D293;07;LIGURIA;
008026;DIANO CASTELLO;IM;IMPERIA;0;DIANO CASTELLO;D296;07;LIGURIA;
008027;DIANO MARINA;IM;IMPERIA;0;DIANO MARINA;D297;07;LIGURIA;
008028;DIANO SAN PIETRO;IM;IMPERIA;0;DIANO SAN PIETRO;D298;07;LIGURIA;
008029;DOLCEACQUA;IM;IMPERIA;0;DOLCEACQUA;D318;07;LIGURIA;
008030;DOLCEDO;IM;IMPERIA;0;DOLCEDO;D319;07;LIGURIA;
008031;IMPERIA;IM;IMPERIA;0;IMPERIA;E290;07;LIGURIA;
008032;ISOLABONA;IM;IMPERIA;0;ISOLABONA;E346;07;LIGURIA;
008033;LUCINASCO;IM;IMPERIA;0;LUCINASCO;E719;07;LIGURIA;
008034;MENDATICA;IM;IMPERIA;0;MENDATICA;F123;07;LIGURIA;
008035;MOLINI DI TRIORA;IM;IMPERIA;0;MOLINI DI TRIORA;F290;07;LIGURIA;
008036;MONTALTO LIGURE;IM;IMPERIA;0;MONTALTO LIGURE;F406;07;LIGURIA;
008037;MONTEGROSSO PIAN LATTE;IM;IMPERIA;0;MONTEGROSSO PIAN LATTE;F528;07;LIGURIA;
008038;OLIVETTA SAN MICHELE;IM;IMPERIA;0;OLIVETTA SAN MICHELE;G041;07;LIGURIA;
008039;OSPEDALETTI;IM;IMPERIA;0;OSPEDALETTI;G164;07;LIGURIA;
008040;PERINALDO;IM;IMPERIA;0;PERINALDO;G454;07;LIGURIA;
008041;PIETRABRUNA;IM;IMPERIA;0;PIETRABRUNA;G607;07;LIGURIA;
008042;PIEVE DI TECO;IM;IMPERIA;0;PIEVE DI TECO;G632;07;LIGURIA;
008043;PIGNA;IM;IMPERIA;0;PIGNA;G660;07;LIGURIA;
008044;POMPEIANA;IM;IMPERIA;0;POMPEIANA;G814;07;LIGURIA;
008045;PONTEDASSIO;IM;IMPERIA;0;PONTEDASSIO;G840;07;LIGURIA;
008046;PORNASSIO;IM;IMPERIA;0;PORNASSIO;G890;07;LIGURIA;
008047;PRELA';IM;IMPERIA;0;PRELA';H027;07;LIGURIA;
008048;RANZO;IM;IMPERIA;0;RANZO;H180;07;LIGURIA;
008049;REZZO;IM;IMPERIA;0;REZZO;H257;07;LIGURIA;
008050;RIVA LIGURE;IM;IMPERIA;0;RIVA LIGURE;H328;07;LIGURIA;
008051;ROCCHETTA NERVINA;IM;IMPERIA;0;ROCCHETTA NERVINA;H460;07;LIGURIA;
008052;SAN BARTOLOMEO AL MARE;IM;IMPERIA;0;SAN BARTOLOMEO AL MARE;H763;07;LIGURIA;
008053;SAN BIAGIO DELLA CIMA;IM;IMPERIA;0;SAN BIAGIO DELLA CIMA;H780;07;LIGURIA;
008054;SAN LORENZO AL MARE;IM;IMPERIA;0;SAN LORENZO AL MARE;H957;07;LIGURIA;
008055;SANREMO;IM;IMPERIA;0;SAN REMO;I138;07;LIGURIA;
008056;SANTO STEFANO AL MARE;IM;IMPERIA;0;SANTO STEFANO AL MARE;I365;07;LIGURIA;
008057;SEBORGA;IM;IMPERIA;0;SEBORGA;I556;07;LIGURIA;
008058;SOLDANO;IM;IMPERIA;0;SOLDANO;I796;07;LIGURIA;
008059;TAGGIA;IM;IMPERIA;0;TAGGIA;L024;07;LIGURIA;
008060;TERZORIO;IM;IMPERIA;0;TERZORIO;L146;07;LIGURIA;
008061;TRIORA;IM;IMPERIA;0;TRIORA;L430;07;LIGURIA;
008062;VALLEBONA;IM;IMPERIA;0;VALLEBONA;L596;07;LIGURIA;
008063;VALLECROSIA;IM;IMPERIA;0;VALLECROSIA;L599;07;LIGURIA;
008064;VASIA;IM;IMPERIA;0;VASIA;L693;07;LIGURIA;
008065;VENTIMIGLIA;IM;IMPERIA;0;VENTIMIGLIA;L741;07;LIGURIA;
008066;VESSALICO;IM;IMPERIA;0;VESSALICO;L809;07;LIGURIA;
008067;VILLA FARALDI;IM;IMPERIA;0;VILLA FARALDI;L943;07;LIGURIA;
008801;ARZENO D'ONEGLIA;IM;IMPERIA;2;ARZENO D'ONEGLIA;A457;07;LIGURIA;
008802;BESTAGNO;IM;IMPERIA;2;BESTAGNO;A828;07;LIGURIA;
008803;BORGHETTO SAN NICOLO';IM;IMPERIA;2;BORGHETTO SAN NICOLO';A994;07;LIGURIA;
008804;BORGO SANT'AGATA;IM;IMPERIA;2;BORGO SANT'AGATA;B039;07;LIGURIA;
008805;BOSCOMARE;IM;IMPERIA;2;BOSCOMARE;B074;07;LIGURIA;
008806;BUSSANA;IM;IMPERIA;2;BUSSANA;B291;07;LIGURIA;
008807;CANDEASCO;IM;IMPERIA;2;CANDEASCO;B583;07;LIGURIA;
008808;CARAMAGNA LIGURE;IM;IMPERIA;2;CARAMAGNA LIGURE;B721;07;LIGURIA;
008809;CARTARI E CALDERARA;IM;IMPERIA;2;CARTARI E CALDERARA;B843;07;LIGURIA;
008811;CENOVA;IM;IMPERIA;2;CENOVA;C465;07;LIGURIA;
008813;CONIO;IM;IMPERIA;2;CONIO;C961;07;LIGURIA;
008815;DIANO BORELLO;IM;IMPERIA;2;DIANO BORELLO;D294;07;LIGURIA;
008816;DIANO CALDERINA;IM;IMPERIA;2;DIANO CALDERINA;D295;07;LIGURIA;
008817;GAZZELLI;IM;IMPERIA;2;GAZZELLI;D954;07;LIGURIA;
008818;LAVINA;IM;IMPERIA;2;LAVINA;E499;07;LIGURIA;
008819;LINGUEGLIETTA;IM;IMPERIA;2;LINGUEGLIETTA;E603;07;LIGURIA;
008820;MARO CASTELLO;IM;IMPERIA;2;MARO CASTELLO;E966;07;LIGURIA;
008822;MOANO;IM;IMPERIA;2;MOANO;F253;07;LIGURIA;
008823;MOLTEDO SUPERIORE;IM;IMPERIA;2;MOLTEDO SUPERIORE;F303;07;LIGURIA;
008824;MONTEGRAZIE;IM;IMPERIA;2;MONTEGRAZIE;F302;07;LIGURIA;
008825;OLIVASTRI;IM;IMPERIA;2;OLIVASTRI;G035;07;LIGURIA;
008826;ONEGLIA;IM;IMPERIA;2;ONEGLIA;G067;07;LIGURIA;
008827;PANTASINA;IM;IMPERIA;2;PANTASINA;G314;07;LIGURIA;
008828;PIANAVIA;IM;IMPERIA;2;PIANAVIA;G544;07;LIGURIA;
008829;PIANI;IM;IMPERIA;2;PIANI;G563;07;LIGURIA;
008830;POGGI;IM;IMPERIA;2;POGGI;G750;07;LIGURIA;
008831;RIVA SANTO STEFANO;IM;IMPERIA;2;RIVA SANTO STEFANO;H345;07;LIGURIA;
008832;SAN LAZZARO REALE;IM;IMPERIA;2;SAN LAZZARO REALE;H946;07;LIGURIA;
008833;SAROLA;IM;IMPERIA;2;SAROLA;I440;07;LIGURIA;
008834;SASSO DI BORDIGHERA;IM;IMPERIA;2;SASSO DI BORDIGHERA;I456;07;LIGURIA;
008835;TAVOLE;IM;IMPERIA;2;TAVOLE;L077;07;LIGURIA;
008836;TORRAZZA;IM;IMPERIA;2;TORRAZZA;L236;07;LIGURIA;
008837;TORRIA;IM;IMPERIA;2;TORRIA;L288;07;LIGURIA;
008838;UBAGA;IM;IMPERIA;2;UBAGA;L479;07;LIGURIA;
008839;VALLORIA MARITTIMA;IM;IMPERIA;2;VALLORIA MARITTIMA;L632;07;LIGURIA;
008843;VILLE SAN PIETRO;IM;IMPERIA;2;VILLE SAN PIETRO;M039;07;LIGURIA;
008844;VILLE SAN SEBASTIANO;IM;IMPERIA;2;VILLE SAN SEBASTIANO;M040;07;LIGURIA;
094001;ACQUAVIVA D'ISERNIA;IS;ISERNIA;0;ACQUAVIVA D'ISERNIA;A051;14;MOLISE;
094002;AGNONE;IS;ISERNIA;0;AGNONE;A080;14;MOLISE;
094003;BAGNOLI DEL TRIGNO;IS;ISERNIA;0;BAGNOLI DEL TRIGNO;A567;14;MOLISE;
094004;BELMONTE DEL SANNIO;IS;ISERNIA;0;BELMONTE DEL SANNIO;A761;14;MOLISE;
094005;CANTALUPO NEL SANNIO;IS;ISERNIA;0;CANTALUPO NEL SANNIO;B630;14;MOLISE;
094006;CAPRACOTTA;IS;ISERNIA;0;CAPRACOTTA;B682;14;MOLISE;
094007;CAROVILLI;IS;ISERNIA;0;CAROVILLI;B810;14;MOLISE;
094008;CARPINONE;IS;ISERNIA;0;CARPINONE;B830;14;MOLISE;
094009;CASTEL DEL GIUDICE;IS;ISERNIA;0;CASTEL DEL GIUDICE;C082;14;MOLISE;
094012;CASTEL SAN VINCENZO;IS;ISERNIA;0;CASTEL SAN VINCENZO;C270;14;MOLISE;
094010;CASTELPETROSO;IS;ISERNIA;0;CASTELPETROSO;C246;14;MOLISE;
094011;CASTELPIZZUTO;IS;ISERNIA;0;CASTELPIZZUTO;C247;14;MOLISE;
094013;CASTELVERRINO;IS;ISERNIA;0;CASTELVERRINO;C200;14;MOLISE;
094014;CERRO AL VOLTURNO;IS;ISERNIA;0;CERRO AL VOLTURNO;C534;14;MOLISE;
094015;CHIAUCI;IS;ISERNIA;0;CHIAUCI;C620;14;MOLISE;
094016;CIVITANOVA DEL SANNIO;IS;ISERNIA;0;CIVITANOVA DEL SANNIO;C769;14;MOLISE;
094017;COLLI A VOLTURNO;IS;ISERNIA;0;COLLI A VOLTURNO;C878;14;MOLISE;
094018;CONCA CASALE;IS;ISERNIA;0;CONCA CASALE;C941;14;MOLISE;
094019;FILIGNANO;IS;ISERNIA;0;FILIGNANO;D595;14;MOLISE;
094020;FORLI' DEL SANNIO;IS;ISERNIA;0;FORLI' DEL SANNIO;D703;14;MOLISE;
094021;FORNELLI;IS;ISERNIA;0;FORNELLI;D715;14;MOLISE;
094022;FROSOLONE;IS;ISERNIA;0;FROSOLONE;D811;14;MOLISE;
094023;ISERNIA;IS;ISERNIA;0;ISERNIA;E335;14;MOLISE;
094024;LONGANO;IS;ISERNIA;0;LONGANO;E669;14;MOLISE;
094025;MACCHIA D'ISERNIA;IS;ISERNIA;0;MACCHIA D'ISERNIA;E778;14;MOLISE;
094026;MACCHIAGODENA;IS;ISERNIA;0;MACCHIAGODENA;E779;14;MOLISE;
094027;MIRANDA;IS;ISERNIA;0;MIRANDA;F239;14;MOLISE;
094028;MONTAQUILA;IS;ISERNIA;0;MONTAQUILA;F429;14;MOLISE;
094029;MONTENERO VAL COCCHIARA;IS;ISERNIA;0;MONTENERO VAL COCCHIARA;F580;14;MOLISE;
094030;MONTERODUNI;IS;ISERNIA;0;MONTERODUNI;F601;14;MOLISE;
094031;PESCHE;IS;ISERNIA;0;PESCHE;G486;14;MOLISE;
094032;PESCOLANCIANO;IS;ISERNIA;0;PESCOLANCIANO;G495;14;MOLISE;
094033;PESCOPENNATARO;IS;ISERNIA;0;PESCOPENNATARO;G497;14;MOLISE;
094034;PETTORANELLO DEL MOLISE;IS;ISERNIA;0;PETTORANELLO DEL MOLISE;G523;14;MOLISE;
094035;PIETRABBONDANTE;IS;ISERNIA;0;PIETRABBONDANTE;G606;14;MOLISE;
094036;PIZZONE;IS;ISERNIA;0;PIZZONE;G727;14;MOLISE;
094037;POGGIO SANNITA;IS;ISERNIA;0;POGGIO SANNITA;B317;14;MOLISE;
094038;POZZILLI;IS;ISERNIA;0;POZZILLI;G954;14;MOLISE;
094039;RIONERO SANNITICO;IS;ISERNIA;0;RIONERO SANNITICO;H308;14;MOLISE;
094040;ROCCAMANDOLFI;IS;ISERNIA;0;ROCCAMANDOLFI;H420;14;MOLISE;
094041;ROCCASICURA;IS;ISERNIA;0;ROCCASICURA;H445;14;MOLISE;
094042;ROCCHETTA A VOLTURNO;IS;ISERNIA;0;ROCCHETTA A VOLTURNO;H458;14;MOLISE;
094043;SAN PIETRO AVELLANA;IS;ISERNIA;0;SAN PIETRO AVELLANA;I096;14;MOLISE;
094044;SANT'AGAPITO;IS;ISERNIA;0;SANT'AGAPITO;I189;14;MOLISE;
094046;SANT'ANGELO DEL PESCO;IS;ISERNIA;0;SANT'ANGELO DEL PESCO;I282;14;MOLISE;
094047;SANT'ELENA SANNITA;IS;ISERNIA;0;SANT'ELENA SANNITA;B466;14;MOLISE;
094045;SANTA MARIA DEL MOLISE;IS;ISERNIA;0;SANTA MARIA DEL MOLISE;I238;14;MOLISE;
094048;SCAPOLI;IS;ISERNIA;0;SCAPOLI;I507;14;MOLISE;
094049;SESSANO DEL MOLISE;IS;ISERNIA;0;SESSANO DEL MOLISE;I679;14;MOLISE;
094050;SESTO CAMPANO;IS;ISERNIA;0;SESTO CAMPANO;I682;14;MOLISE;
094051;VASTOGIRARDI;IS;ISERNIA;0;VASTOGIRARDI;L696;14;MOLISE;
094052;VENAFRO;IS;ISERNIA;0;VENAFRO;L725;14;MOLISE;
101001;BELVEDERE DI SPINELLO;KR;CROTONE;0;BELVEDERE DI SPINELLO;A772;18;CALABRIA;
101002;CACCURI;KR;CROTONE;0;CACCURI;B319;18;CALABRIA;
101003;CARFIZZI;KR;CROTONE;0;CARFIZZI;B771;18;CALABRIA;
101004;CASABONA;KR;CROTONE;0;CASABONA;B857;18;CALABRIA;
101005;CASTELSILANO;KR;CROTONE;0;CASTELSILANO;B968;18;CALABRIA;
101006;CERENZIA;KR;CROTONE;0;CERENZIA;C501;18;CALABRIA;
101007;CIRO';KR;CROTONE;0;CIRO';C725;18;CALABRIA;
101008;CIRO' MARINA;KR;CROTONE;0;CIRO' MARINA;C726;18;CALABRIA;
101009;COTRONEI;KR;CROTONE;0;COTRONEI;D123;18;CALABRIA;
101010;CROTONE;KR;CROTONE;0;CROTONE;D122;18;CALABRIA;
101011;CRUCOLI;KR;CROTONE;0;CRUCOLI;D189;18;CALABRIA;
101012;CUTRO;KR;CROTONE;0;CUTRO;D236;18;CALABRIA;
101013;ISOLA DI CAPO RIZZUTO;KR;CROTONE;0;ISOLA DI CAPO RIZZUTO;E339;18;CALABRIA;
101014;MELISSA;KR;CROTONE;0;MELISSA;F108;18;CALABRIA;
101015;MESORACA;KR;CROTONE;0;MESORACA;F157;18;CALABRIA;
101016;PALLAGORIO;KR;CROTONE;0;PALLAGORIO;G278;18;CALABRIA;
101017;PETILIA POLICASTRO;KR;CROTONE;0;PETILIA POLICASTRO;G508;18;CALABRIA;
101019;ROCCA DI NETO;KR;CROTONE;0;ROCCA DI NETO;H403;18;CALABRIA;
101018;ROCCABERNARDA;KR;CROTONE;0;ROCCABERNARDA;H383;18;CALABRIA;
101020;SAN MAURO MARCHESATO;KR;CROTONE;0;SAN MAURO MARCHESATO;I026;18;CALABRIA;
101021;SAN NICOLA DELL'ALTO;KR;CROTONE;0;SAN NICOLA DELL'ALTO;I057;18;CALABRIA;
101022;SANTA SEVERINA;KR;CROTONE;0;SANTA SEVERINA;I308;18;CALABRIA;
101023;SAVELLI;KR;CROTONE;0;SAVELLI;I468;18;CALABRIA;
101024;SCANDALE;KR;CROTONE;0;SCANDALE;I494;18;CALABRIA;
101025;STRONGOLI;KR;CROTONE;0;STRONGOLI;I982;18;CALABRIA;
101026;UMBRIATICO;KR;CROTONE;0;UMBRIATICO;L492;18;CALABRIA;
101027;VERZINO;KR;CROTONE;0;VERZINO;L802;18;CALABRIA;
097001;ABBADIA LARIANA;LC;LECCO;0;ABBADIA LARIANA;A005;03;LOMBARDIA;
097002;AIRUNO;LC;LECCO;0;AIRUNO;A112;03;LOMBARDIA;
097003;ANNONE DI BRIANZA;LC;LECCO;0;ANNONE DI BRIANZA;A301;03;LOMBARDIA;
097004;BALLABIO;LC;LECCO;0;BALLABIO;A594;03;LOMBARDIA;
097005;BARZAGO;LC;LECCO;0;BARZAGO;A683;03;LOMBARDIA;
097006;BARZANO';LC;LECCO;0;BARZANO';A686;03;LOMBARDIA;
097007;BARZIO;LC;LECCO;0;BARZIO;A687;03;LOMBARDIA;
097008;BELLANO;LC;LECCO;0;BELLANO;A745;03;LOMBARDIA;
097009;BOSISIO PARINI;LC;LECCO;0;BOSISIO PARINI;B081;03;LOMBARDIA;
097010;BRIVIO;LC;LECCO;0;BRIVIO;B194;03;LOMBARDIA;
097011;BULCIAGO;LC;LECCO;0;BULCIAGO;B261;03;LOMBARDIA;
097012;CALCO;LC;LECCO;0;CALCO;B396;03;LOMBARDIA;
097013;CALOLZIOCORTE;LC;LECCO;0;CALOLZIOCORTE;B423;03;LOMBARDIA;
097014;CARENNO;LC;LECCO;0;CARENNO;B763;03;LOMBARDIA;
097015;CASARGO;LC;LECCO;0;CASARGO;B937;03;LOMBARDIA;
097016;CASATENOVO;LC;LECCO;0;CASATENOVO;B943;03;LOMBARDIA;
097017;CASSAGO BRIANZA;LC;LECCO;0;CASSAGO BRIANZA;B996;03;LOMBARDIA;
097018;CASSINA VALSASSINA;LC;LECCO;0;CASSINA VALSASSINA;C024;03;LOMBARDIA;
097019;CASTELLO DI BRIANZA;LC;LECCO;0;CASTELLO DI BRIANZA;C187;03;LOMBARDIA;
097020;CERNUSCO LOMBARDONE;LC;LECCO;0;CERNUSCO LOMBARDONE;C521;03;LOMBARDIA;
097021;CESANA BRIANZA;LC;LECCO;0;CESANA BRIANZA;C563;03;LOMBARDIA;
097022;CIVATE;LC;LECCO;0;CIVATE;C752;03;LOMBARDIA;
097023;COLICO;LC;LECCO;0;COLICO;C839;03;LOMBARDIA;
097024;COLLE BRIANZA;LC;LECCO;0;COLLE BRIANZA;C851;03;LOMBARDIA;
097025;CORTENOVA;LC;LECCO;0;CORTENOVA;D065;03;LOMBARDIA;
097026;COSTA MASNAGA;LC;LECCO;0;COSTA MASNAGA;D112;03;LOMBARDIA;
097027;CRANDOLA VALSASSINA;LC;LECCO;0;CRANDOLA VALSASSINA;D131;03;LOMBARDIA;
097028;CREMELLA;LC;LECCO;0;CREMELLA;D143;03;LOMBARDIA;
097029;CREMENO;LC;LECCO;0;CREMENO;D145;03;LOMBARDIA;
097030;DERVIO;LC;LECCO;0;DERVIO;D280;03;LOMBARDIA;
097031;DOLZAGO;LC;LECCO;0;DOLZAGO;D327;03;LOMBARDIA;
097032;DORIO;LC;LECCO;0;DORIO;D346;03;LOMBARDIA;
097033;ELLO;LC;LECCO;0;ELLO;D398;03;LOMBARDIA;
097034;ERVE;LC;LECCO;0;ERVE;D428;03;LOMBARDIA;
097035;ESINO LARIO;LC;LECCO;0;ESINO LARIO;D436;03;LOMBARDIA;
097036;GALBIATE;LC;LECCO;0;GALBIATE;D865;03;LOMBARDIA;
097037;GARBAGNATE MONASTERO;LC;LECCO;0;GARBAGNATE MONASTERO;D913;03;LOMBARDIA;
097038;GARLATE;LC;LECCO;0;GARLATE;D926;03;LOMBARDIA;
097039;IMBERSAGO;LC;LECCO;0;IMBERSAGO;E287;03;LOMBARDIA;
097040;INTROBIO;LC;LECCO;0;INTROBIO;E305;03;LOMBARDIA;
097041;INTROZZO;LC;LECCO;0;INTROZZO;E308;03;LOMBARDIA;
097092;LA VALLETTA BRIANZA;LC;LECCO;0;LA VALLETTA BRIANZA;M348;03;LOMBARDIA;
097042;LECCO;LC;LECCO;0;LECCO;E507;03;LOMBARDIA;
097043;LIERNA;LC;LECCO;0;LIERNA;E581;03;LOMBARDIA;
097044;LOMAGNA;LC;LECCO;0;LOMAGNA;E656;03;LOMBARDIA;
097045;MALGRATE;LC;LECCO;0;MALGRATE;E858;03;LOMBARDIA;
097046;MANDELLO DEL LARIO;LC;LECCO;0;MANDELLO DEL LARIO;E879;03;LOMBARDIA;
097047;MARGNO;LC;LECCO;0;MARGNO;E947;03;LOMBARDIA;
097048;MERATE;LC;LECCO;0;MERATE;F133;03;LOMBARDIA;
097049;MISSAGLIA;LC;LECCO;0;MISSAGLIA;F248;03;LOMBARDIA;
097050;MOGGIO;LC;LECCO;0;MOGGIO;F265;03;LOMBARDIA;
097051;MOLTENO;LC;LECCO;0;MOLTENO;F304;03;LOMBARDIA;
097052;MONTE MARENZO;LC;LECCO;0;MONTE MARENZO;F561;03;LOMBARDIA;
097053;MONTEVECCHIA;LC;LECCO;0;MONTEVECCHIA;F657;03;LOMBARDIA;
097054;MONTICELLO BRIANZA;LC;LECCO;0;MONTICELLO BRIANZA;F674;03;LOMBARDIA;
097055;MORTERONE;LC;LECCO;0;MORTERONE;F758;03;LOMBARDIA;
097056;NIBIONNO;LC;LECCO;0;NIBIONNO;F887;03;LOMBARDIA;
097057;OGGIONO;LC;LECCO;0;OGGIONO;G009;03;LOMBARDIA;
097058;OLGIATE MOLGORA;LC;LECCO;0;OLGIATE MOLGORA;G026;03;LOMBARDIA;
097059;OLGINATE;LC;LECCO;0;OLGINATE;G030;03;LOMBARDIA;
097060;OLIVETO LARIO;LC;LECCO;0;OLIVETO LARIO;G040;03;LOMBARDIA;
097061;OSNAGO;LC;LECCO;0;OSNAGO;G161;03;LOMBARDIA;
097062;PADERNO D'ADDA;LC;LECCO;0;PADERNO D'ADDA;G218;03;LOMBARDIA;
097063;PAGNONA;LC;LECCO;0;PAGNONA;G241;03;LOMBARDIA;
097064;PARLASCO;LC;LECCO;0;PARLASCO;G336;03;LOMBARDIA;
097065;PASTURO;LC;LECCO;0;PASTURO;G368;03;LOMBARDIA;
097067;PERLEDO;LC;LECCO;0;PERLEDO;G456;03;LOMBARDIA;
097068;PESCATE;LC;LECCO;0;PESCATE;G485;03;LOMBARDIA;
097069;PREMANA;LC;LECCO;0;PREMANA;H028;03;LOMBARDIA;
097070;PRIMALUNA;LC;LECCO;0;PRIMALUNA;H063;03;LOMBARDIA;
097071;ROBBIATE;LC;LECCO;0;ROBBIATE;G223;03;LOMBARDIA;
097072;ROGENO;LC;LECCO;0;ROGENO;H486;03;LOMBARDIA;
097074;SANTA MARIA HOE';LC;LECCO;0;SANTA MARIA HOE';I243;03;LOMBARDIA;
097075;SIRONE;LC;LECCO;0;SIRONE;I759;03;LOMBARDIA;
097076;SIRTORI;LC;LECCO;0;SIRTORI;I761;03;LOMBARDIA;
097077;SUEGLIO;LC;LECCO;0;SUEGLIO;I994;03;LOMBARDIA;
097078;SUELLO;LC;LECCO;0;SUELLO;I996;03;LOMBARDIA;
097079;TACENO;LC;LECCO;0;TACENO;L022;03;LOMBARDIA;
097080;TORRE DE' BUSI;LC;LECCO;0;TORRE DE' BUSI;L257;03;LOMBARDIA;
097081;TREMENICO;LC;LECCO;0;TREMENICO;L368;03;LOMBARDIA;
097082;VALGREGHENTINO;LC;LECCO;0;VALGREGHENTINO;L581;03;LOMBARDIA;
097083;VALMADRERA;LC;LECCO;0;VALMADRERA;L634;03;LOMBARDIA;
097084;VARENNA;LC;LECCO;0;VARENNA;L680;03;LOMBARDIA;
097085;VENDROGNO;LC;LECCO;0;VENDROGNO;L731;03;LOMBARDIA;
097086;VERCURAGO;LC;LECCO;0;VERCURAGO;L751;03;LOMBARDIA;
097091;VERDERIO;LC;LECCO;0;VERDERIO;M337;03;LOMBARDIA;
097089;VESTRENO;LC;LECCO;0;VESTRENO;L813;03;LOMBARDIA;
097090;VIGANO';LC;LECCO;0;VIGANO';L866;03;LOMBARDIA;
097066;PEREGO;LC;LECCO;2;PEREGO;G448;03;LOMBARDIA;
097073;ROVAGNATE;LC;LECCO;2;ROVAGNATE;H596;03;LOMBARDIA;
097087;VERDERIO INFERIORE;LC;LECCO;2;VERDERIO INFERIORE;L755;03;LOMBARDIA;
097088;VERDERIO SUPERIORE;LC;LECCO;2;VERDERIO SUPERIORE;L756;03;LOMBARDIA;
075001;ACQUARICA DEL CAPO;LE;LECCE;0;ACQUARICA DEL CAPO;A042;16;PUGLIA;
075002;ALESSANO;LE;LECCE;0;ALESSANO;A184;16;PUGLIA;
075003;ALEZIO;LE;LECCE;0;ALEZIO;A185;16;PUGLIA;
075004;ALLISTE;LE;LECCE;0;ALLISTE;A208;16;PUGLIA;
075005;ANDRANO;LE;LECCE;0;ANDRANO;A281;16;PUGLIA;
075006;ARADEO;LE;LECCE;0;ARADEO;A350;16;PUGLIA;
075007;ARNESANO;LE;LECCE;0;ARNESANO;A425;16;PUGLIA;
075008;BAGNOLO DEL SALENTO;LE;LECCE;0;BAGNOLO DEL SALENTO;A572;16;PUGLIA;
075009;BOTRUGNO;LE;LECCE;0;BOTRUGNO;B086;16;PUGLIA;
075010;CALIMERA;LE;LECCE;0;CALIMERA;B413;16;PUGLIA;
075011;CAMPI SALENTINA;LE;LECCE;0;CAMPI SALENTINA;B506;16;PUGLIA;
075012;CANNOLE;LE;LECCE;0;CANNOLE;B616;16;PUGLIA;
075013;CAPRARICA DI LECCE;LE;LECCE;0;CAPRARICA DI LECCE;B690;16;PUGLIA;
075014;CARMIANO;LE;LECCE;0;CARMIANO;B792;16;PUGLIA;
075015;CARPIGNANO SALENTINO;LE;LECCE;0;CARPIGNANO SALENTINO;B822;16;PUGLIA;
075016;CASARANO;LE;LECCE;0;CASARANO;B936;16;PUGLIA;
075017;CASTRI DI LECCE;LE;LECCE;0;CASTRI DI LECCE;C334;16;PUGLIA;
075018;CASTRIGNANO DE' GRECI;LE;LECCE;0;CASTRIGNANO DE' GRECI;C335;16;PUGLIA;
075019;CASTRIGNANO DEL CAPO;LE;LECCE;0;CASTRIGNANO DEL CAPO;C336;16;PUGLIA;
075096;CASTRO;LE;LECCE;0;CASTRO;M261;16;PUGLIA;
075020;CAVALLINO;LE;LECCE;0;CAVALLINO;C377;16;PUGLIA;
075021;COLLEPASSO;LE;LECCE;0;COLLEPASSO;C865;16;PUGLIA;
075022;COPERTINO;LE;LECCE;0;COPERTINO;C978;16;PUGLIA;
