ID_AMBITO_UNIVOCO;DESCRIZIONE;AMBITO_DISC;ID_ATTIVITA_FORMATIVA;CLASSE;
1689;Discipline Storiche, Politologiche e Geografiche;1;B;1013;
1690;Discipline delle Arti e dello Spettacolo;2;B;1013;
1691;Discipline Economiche e Sociologiche;3;B;1013;
1692;Discipline della Rappresentazione;4;B;1013;
1693;Discipline della Letteratura Italiana;1;C;1013;
1694;Discipline Filosofiche, Politiche e Giuridiche;2;C;1013;
1695;Discipline Psico-Sociali;3;C;1013;
1696;A Scelta dello Studente;1;D;1013;
1697;Per la Prova Finale;1;E;1013;
3015;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1013;
1698;Ulteriori Conoscenze Linguistiche;1;F;1013;
1976;Abilità Informatiche e Relazionali;2;F;1013;
2132;Tirocini;3;F;1013;
2288;Altro;4;F;1013;
2444;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1013;
2848;Discipline Storiche, Politologiche e Geografiche;1;T;1013;
2849;Discipline delle Arti e dello Spettacolo;2;T;1013;
2850;Discipline Economiche e Sociologiche;3;T;1013;
2851;Discipline della Rappresentazione;4;T;1013;
1699;Discipline Matematiche, Fisiche, Informatiche e Statistiche;1;A;1014;
1700;Discipline Biologiche;2;A;1014;
1701;Discipline Chimiche;3;A;1014;
1702;Discipline Chimico-Farmaceutiche e Tecnologiche;1;B;1014;
1703;Discipline Biologiche e Farmacologiche;2;B;1014;
1704;Formazione Interdisciplinare;1;C;1014;
1705;A Scelta dello Studente;1;D;1014;
1706;Per la Prova Finale;1;E;1014;
3016;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1014;
1707;Ulteriori Conoscenze Linguistiche;1;F;1014;
1977;Abilità Informatiche e Relazionali;2;F;1014;
2133;Tirocini;3;F;1014;
2289;Altro;4;F;1014;
2445;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1014;
1708;Lingue e Letterature Classiche;1;A;1015;
1709;Storia Antica;2;A;1015;
1710;Lingue e Letterature Classiche;1;B;1015;
1711;Discipline Letterarie;2;B;1015;
1712;Discipline Storico-Filosofiche e Geografiche;3;B;1015;
1713;Letterature Orientali;4;B;1015;
1714;Tecniche del Lavoro Filologico;5;B;1015;
1715;Discipline Filosofiche;1;C;1015;
1716;Archeologia;2;C;1015;
1553;Lingua e Letteratura Italiana;3;C;1015;
1521;A Scelta dello Studente;1;D;1015;
1522;Per la Prova Finale;1;E;1015;
3017;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1015;
1523;Ulteriori Conoscenze Linguistiche;1;F;1015;
1978;Abilità Informatiche e Relazionali;2;F;1015;
2134;Tirocini;3;F;1015;
2290;Altro;4;F;1015;
2446;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1015;
2852;Lingue e Letterature Classiche;1;T;1015;
2853;Discipline Letterarie;2;T;1015;
2854;Discipline Storico-Filosofiche e Geografiche;3;T;1015;
2855;Letterature Orientali;4;T;1015;
2856;Tecniche del Lavoro Filologico;5;T;1015;
1524;Discipline Storiche;1;A;1016;
1525;Lingua e Letteratura Italiana;2;A;1016;
1526;Letterature Moderne;1;B;1016;
1527;Lingue Moderne;2;B;1016;
1528;Discipline Linguistiche, Filologiche e Metodologiche;3;B;1016;
1529;Filologie e Letterature Antiche e Medievali;4;B;1016;
1530;Discipline Geografiche;1;C;1016;
1531;Discipline Storiche, Filosofiche e Sociologiche;2;C;1016;
1532;Arte, Musica e Spettacolo;3;C;1016;
1533;A Scelta dello Studente;1;D;1016;
1534;Per la Prova Finale;1;E;1016;
3018;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1016;
1535;Ulteriori Conoscenze Linguistiche;1;F;1016;
1979;Abilità Informatiche e Relazionali;2;F;1016;
2135;Tirocini;3;F;1016;
2291;Altro;4;F;1016;
2447;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1016;
2813;Letterature Moderne;1;T;1016;
2814;Lingue Moderne;2;T;1016;
2815;Discipline Linguistiche, Filologiche e Metodologiche;3;T;1016;
2816;Filologie e Letterature Antiche e Medievali;4;T;1016;
1536;Discipline Epistemologiche;1;A;1017;
1537;Istituzioni di Filosofia;2;A;1017;
1538;Storia delle Scienze;3;A;1017;
1539;Filosofia, Storia e Metodologie delle Scienze;1;B;1017;
1540;Filosofia Teoretica, Morale e del Linguaggio;2;B;1017;
1541;Storia della Filosofia;3;B;1017;
1542;Discipline Scientifiche;4;B;1017;
1543;Discipline Storiche;1;C;1017;
1544;Discipline Psicologiche, Sociologiche e Demoetnoantropologiche;2;C;1017;
1545;Discipline Linguistiche e Letterarie;3;C;1017;
1546;A Scelta dello Studente;1;D;1017;
1547;Per la Prova Finale;1;E;1017;
3019;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1017;
1548;Ulteriori Conoscenze Linguistiche;1;F;1017;
1980;Abilità Informatiche e Relazionali;2;F;1017;
2136;Tirocini;3;F;1017;
2292;Altro;4;F;1017;
2448;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1017;
2817;Filosofia, Storia e Metodologie delle Scienze;1;T;1017;
2818;Filosofia Teoretica, Morale e del Linguaggio;2;T;1017;
2819;Storia della Filosofia;3;T;1017;
2820;Discipline Scientifiche;4;T;1017;
1549;Filosofia Morale, Teoretica, Ermeneutica;1;A;1018;
1550;Storia della Filosofia;2;A;1018;
1551;Filosofia Teoretica;1;B;1018;
1552;Filosofia Morale e Politica;2;B;1018;
1554;Estetica e Discipline delle Arti;3;B;1018;
1520;Storia della Filosofia;4;B;1018;
1486;Discipline dell'Uomo e della Societa;5;B;1018;
1487;Linguistico e della Comunicazione;6;B;1018;
1488;Discipline Linguistiche e Letterarie;1;C;1018;
1489;Discipline Giuridiche, Economiche e Biomediche;2;C;1018;
1490;A Scelta dello Studente;1;D;1018;
1491;Per la Prova Finale;1;E;1018;
3020;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1018;
1492;Ulteriori Conoscenze Linguistiche;1;F;1018;
1981;Abilità Informatiche e Relazionali;2;F;1018;
2137;Tirocini;3;F;1018;
2293;Altro;4;F;1018;
2449;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1018;
2821;Filosofia Teoretica;1;T;1018;
2822;Filosofia Morale e Politica;2;T;1018;
2823;Estetica e Discipline delle Arti;3;T;1018;
2812;Storia della Filosofia;4;T;1018;
2806;Discipline dell'Uomo e della Societa;5;T;1018;
2807;Linguistico e della Comunicazione;6;T;1018;
1493;Economico;1;A;1019;
1494;Aziendale;2;A;1019;
1495;Matematico-Statistico-Informatico;3;A;1019;
1496;Giuridico;4;A;1019;
1497;Economico;1;B;1019;
1498;Aziendale;2;B;1019;
1499;Matematico-Statistico;3;B;1019;
1500;Giuridico;4;B;1019;
1501;Culture di Contesto;1;C;1019;
3165;Interdisciplinarieta e Applicazioni;2;C;1019;
1502;A Scelta dello Studente;1;D;1019;
1503;Per la Prova Finale;1;E;1019;
3021;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1019;
1504;Ulteriori Conoscenze Linguistiche;1;F;1019;
1982;Abilità Informatiche e Relazionali;2;F;1019;
2138;Tirocini;3;F;1019;
2294;Altro;4;F;1019;
2450;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1019;
3134;Economico;1;T;1019;
3135;Aziendale;2;T;1019;
3136;Matematico-Statistico;3;T;1019;
3137;Giuridico;4;T;1019;
1506;Discipline Matematiche e Informatiche;1;A;1020;
1507;Discipline Fisiche;2;A;1020;
1508;Sperimentale-Applicativo;1;B;1020;
1509;Teorico e dei Fondamenti della Fisica;2;B;1020;
1510;Microfisico e della Struttura della Materia;3;B;1020;
1511;Astrofisico-Geofisico e Spaziale;4;B;1020;
1512;Discipline Chimiche;1;C;1020;
1513;Discipline Scientifiche;2;C;1020;
1514;Interdisciplinarieta e Applicazioni;3;C;1020;
1515;A Scelta dello Studente;1;D;1020;
1516;Per la Prova Finale;1;E;1020;
3022;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1020;
1517;Ulteriori Conoscenze Linguistiche;1;F;1020;
1983;Abilità Informatiche e Relazionali;2;F;1020;
2139;Tirocini;3;F;1020;
2295;Altro;4;F;1020;
2451;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1020;
2808;Sperimentale-Applicativo;1;T;1020;
2809;Teorico e dei Fondamenti della Fisica;2;T;1020;
2810;Microfisico e della Struttura della Materia;3;T;1020;
2811;Astrofisico-Geofisico e Spaziale;4;T;1020;
1518;Discipline Geografiche e dell'Ambiente;1;A;1021;
1519;Discipline Storiche;2;A;1021;
1485;Discipline Matematico-Statistiche-Demografiche;3;A;1021;
1455;Discipline dell'Ambiente, Geografiche e Geologiche;1;B;1021;
1456;Discipline Matematiche, Informatiche e della Rappresentazione;2;B;1021;
1457;Discipline Storiche;3;B;1021;
1458;Discipline Giuridiche Economiche;4;B;1021;
1459;Discipline delle Relazioni Sociali, Sociologiche, Politologiche, Psicologiche e Comunicazionali;5;B;1021;
1460;Discipline del Paesaggio e del Territorio;6;B;1021;
1461;Discipline Economico-Giuridiche;1;C;1021;
1462;Discipline Tecnico-Ambientali;2;C;1021;
1463;Discipline Linguistiche e Letterarie;3;C;1021;
1464;A Scelta dello Studente;1;D;1021;
1465;Per la Prova Finale;1;E;1021;
3023;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1021;
1466;Ulteriori Conoscenze Linguistiche;1;F;1021;
1984;Abilità Informatiche e Relazionali;2;F;1021;
2140;Tirocini;3;F;1021;
2296;Altro;4;F;1021;
2452;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1021;
2800;Discipline dell'Ambiente, Geografiche e Geologiche;1;T;1021;
2801;Discipline Matematiche, Informatiche e della Rappresentazione;2;T;1021;
2802;Discipline Storiche;3;T;1021;
2803;Discipline Giuridiche Economiche;4;T;1021;
2804;Discipline delle Relazioni Sociali, Sociologiche, Politologiche, Psicologiche e Comunicazionali;5;T;1021;
2805;Discipline del Paesaggio e del Territorio;6;T;1021;
1467;Storico e Filosofico;1;A;1022;
1468;Privatistico;1;B;1022;
1469;Pubblicistico;2;B;1022;
1470;Penalistico;3;B;1022;
1471;Diritto dell'Impresa;4;B;1022;
1472;Istituzionale, Economico, Comparatistico, Comunitario;1;C;1022;
1473;A Scelta dello Studente;1;D;1022;
1474;Per la Prova Finale;1;E;1022;
3024;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1022;
1475;Ulteriori Conoscenze Linguistiche;1;F;1022;
1985;Abilità Informatiche e Relazionali;2;F;1022;
2141;Tirocini;3;F;1022;
2297;Altro;4;F;1022;
2453;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1022;
3138;Privatistico;1;T;1022;
3139;Pubblicistico;2;T;1022;
3140;Penalistico;3;T;1022;
3141;Diritto dell'Impresa;4;T;1022;
1476;Discipline Matematiche e Fisiche;1;A;1023;
1477;Discipline Informatiche;2;A;1023;
1478;Discipline Informatiche;1;B;1023;
1479;Discipline Matematiche e Fisiche;1;C;1023;
1480;Interdisciplinarita e Applicazioni;2;C;1023;
1481;A Scelta dello Studente;1;D;1023;
1482;Per la Prova Finale;1;E;1023;
3025;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1023;
1483;Ulteriori Conoscenze Linguistiche;1;F;1023;
1986;Abilità Informatiche e Relazionali;2;F;1023;
2142;Tirocini;3;F;1023;
2298;Altro;4;F;1023;
2454;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1023;
1484;Discipline Tecnico-Scientifiche;1;A;1024;
1451;Discipline Teoretiche, Linguistiche e della Comunicazione;2;A;1024;
1422;Discipline Metodologiche e Tecniche;3;A;1024;
1423;Letterature Moderne;1;B;1024;
1424;Lingue e Letterature Classiche;2;B;1024;
1425;Lingue Moderne;3;B;1024;
1426;Discipline Storico-Artistiche;4;B;1024;
1427;Storia;5;B;1024;
1428;Archeologia;6;B;1024;
1429;Discipline della Musica e dello Spettacolo;7;B;1024;
1430;Orientalistica;8;B;1024;
1431;Discipline dell'Organizzazione delle Informazioni;9;B;1024;
1432;Discipline del Contesto Giuridico-Sociale;1;C;1024;
1433;Discipline Filologiche;2;C;1024;
1434;A Scelta dello Studente;1;D;1024;
1435;Per la Prova Finale;1;E;1024;
3026;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1024;
1436;Ulteriori Conoscenze Linguistiche;1;F;1024;
1987;Abilità Informatiche e Relazionali;2;F;1024;
2143;Tirocini;3;F;1024;
2299;Altro;4;F;1024;
2455;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1024;
2791;Letterature Moderne;1;T;1024;
2792;Lingue e Letterature Classiche;2;T;1024;
2793;Lingue Moderne;3;T;1024;
2794;Discipline Storico-Artistiche;4;T;1024;
2795;Storia;5;T;1024;
2796;Archeologia;6;T;1024;
2797;Discipline della Musica e dello Spettacolo;7;T;1024;
2798;Orientalistica;8;T;1024;
2799;Discipline dell'Organizzazione delle Informazioni;9;T;1024;
1437;Matematica, Informatica e Statistica;1;A;1025;
1438;Fisica e Chimica;2;A;1025;
1439;Ingegneria Aerospaziale ed Astronautica;1;B;1025;
1440;Discipline Ingegneristiche;1;C;1025;
1441;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1025;
1442;A Scelta dello Studente;1;D;1025;
1443;Per la Prova Finale;1;E;1025;
3027;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1025;
1444;Ulteriori Conoscenze Linguistiche;1;F;1025;
1988;Abilità Informatiche e Relazionali;2;F;1025;
2144;Tirocini;3;F;1025;
2300;Altro;4;F;1025;
2456;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1025;
1445;Matematica, Informatica e Statistica;1;A;1026;
1446;Fisica e Chimica;2;A;1026;
1447;Ingegneria Biomedica;1;B;1026;
1448;Discipline Ingegneristiche;1;C;1026;
1449;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1026;
1450;A Scelta dello Studente;1;D;1026;
1452;Per la Prova Finale;1;E;1026;
3028;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1026;
1453;Ulteriori Conoscenze Linguistiche;1;F;1026;
1989;Abilità Informatiche e Relazionali;2;F;1026;
2145;Tirocini;3;F;1026;
2301;Altro;4;F;1026;
2457;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1026;
1454;Matematica, Informatica e Statistica;1;A;1027;
1421;Fisica e Chimica;2;A;1027;
1391;Ingegneria Chimica;1;B;1027;
1392;Discipline Ingegneristiche;1;C;1027;
1393;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1027;
1394;A Scelta dello Studente;1;D;1027;
1395;Per la Prova Finale;1;E;1027;
3029;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1027;
1396;Ulteriori Conoscenze Linguistiche;1;F;1027;
1990;Abilità Informatiche e Relazionali;2;F;1027;
2146;Tirocini;3;F;1027;
2302;Altro;4;F;1027;
2458;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1027;
1397;Matematica, Informatica e Statistica;1;A;1028;
1398;Fisica e Chimica;2;A;1028;
1399;Ingegneria Civile;1;B;1028;
1400;Discipline Ingegneristiche;1;C;1028;
1401;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1028;
1402;A Scelta dello Studente;1;D;1028;
1403;Per la Prova Finale;1;E;1028;
3030;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1028;
1404;Ulteriori Conoscenze Linguistiche;1;F;1028;
1991;Abilità Informatiche e Relazionali;2;F;1028;
2147;Tirocini;3;F;1028;
2303;Altro;4;F;1028;
2459;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1028;
1405;Matematica, Informatica e Statistica;1;A;1029;
1406;Fisica e Chimica;2;A;1029;
1407;Ingegneria dell'Automazione;1;B;1029;
1408;Discipline Ingegneristiche;1;C;1029;
1409;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1029;
1410;A Scelta dello Studente;1;D;1029;
1411;Per la Prova Finale;1;E;1029;
3031;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1029;
1412;Ulteriori Conoscenze Linguistiche;1;F;1029;
1992;Abilità Informatiche e Relazionali;2;F;1029;
2148;Tirocini;3;F;1029;
2304;Altro;4;F;1029;
2460;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1029;
1413;Matematica, Informatica e Statistica;1;A;1030;
1414;Fisica e Chimica;2;A;1030;
1415;Ingegneria delle Telecomunicazioni;1;B;1030;
1416;Discipline Ingegneristiche;1;C;1030;
1417;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1030;
1418;A Scelta dello Studente;1;D;1030;
1419;Per la Prova Finale;1;E;1030;
3032;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1030;
1420;Ulteriori Conoscenze Linguistiche;1;F;1030;
1993;Abilità Informatiche e Relazionali;2;F;1030;
2149;Tirocini;3;F;1030;
2305;Altro;4;F;1030;
2461;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1030;
1390;Matematica, Informatica e Statistica;1;A;1031;
1360;Fisica e Chimica;2;A;1031;
1361;Ingegneria Elettrica;1;B;1031;
1362;Discipline Ingegneristiche;1;C;1031;
1363;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1031;
1364;A Scelta dello Studente;1;D;1031;
1365;Per la Prova Finale;1;E;1031;
3033;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1031;
1366;Ulteriori Conoscenze Linguistiche;1;F;1031;
1994;Abilità Informatiche e Relazionali;2;F;1031;
2150;Tirocini;3;F;1031;
2306;Altro;4;F;1031;
2462;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1031;
1367;Matematica, Informatica e Statistica;1;A;1032;
1368;Fisica e Chimica;2;A;1032;
1369;Ingegneria Elettronica;1;B;1032;
1370;Discipline Ingegneristiche;1;C;1032;
1371;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1032;
1372;A Scelta dello Studente;1;D;1032;
1373;Per la Prova Finale;1;E;1032;
3034;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1032;
1374;Ulteriori Conoscenze Linguistiche;1;F;1032;
1995;Abilità Informatiche e Relazionali;2;F;1032;
2151;Tirocini;3;F;1032;
2307;Altro;4;F;1032;
2463;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1032;
1375;Matematica, Informatica e Statistica;1;A;1033;
1376;Fisica e Chimica;2;A;1033;
1377;Ingegneria Energetica e Nucleare;1;B;1033;
1378;Discipline Ingegneristiche;1;C;1033;
1379;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1033;
1380;A Scelta dello Studente;1;D;1033;
1381;Per la Prova Finale;1;E;1033;
3035;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1033;
1382;Ulteriori Conoscenze Linguistiche;1;F;1033;
1996;Abilità Informatiche e Relazionali;2;F;1033;
2152;Tirocini;3;F;1033;
2308;Altro;4;F;1033;
2464;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1033;
1383;Matematica, Informatica e Statistica;1;A;1034;
1384;Fisica e Chimica;2;A;1034;
1385;Ingegneria Gestionale;1;B;1034;
1386;Discipline Ingegneristiche;1;C;1034;
1387;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1034;
1388;A Scelta dello Studente;1;D;1034;
1389;Per la Prova Finale;1;E;1034;
3036;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1034;
1359;Ulteriori Conoscenze Linguistiche;1;F;1034;
1997;Abilità Informatiche e Relazionali;2;F;1034;
2153;Tirocini;3;F;1034;
2309;Altro;4;F;1034;
2465;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1034;
1329;Matematica, Informatica e Statistica;1;A;1035;
1330;Fisica e Chimica;2;A;1035;
1331;Ingegneria Informatica;1;B;1035;
1332;Discipline Ingegneristiche;1;C;1035;
1333;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1035;
1334;A Scelta dello Studente;1;D;1035;
1335;Per la Prova Finale;1;E;1035;
3037;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1035;
1336;Ulteriori Conoscenze Linguistiche;1;F;1035;
1998;Abilità Informatiche e Relazionali;2;F;1035;
2154;Tirocini;3;F;1035;
2310;Altro;4;F;1035;
2466;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1035;
1337;Matematica, Informatica e Statistica;1;A;1036;
1338;Fisica e Chimica;2;A;1036;
1339;Ingegneria Meccanica;1;B;1036;
1340;Discipline Ingegneristiche;1;C;1036;
1341;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1036;
1342;A Scelta dello Studente;1;D;1036;
1343;Per la Prova Finale;1;E;1036;
3038;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1036;
1344;Ulteriori Conoscenze Linguistiche;1;F;1036;
1999;Abilità Informatiche e Relazionali;2;F;1036;
2155;Tirocini;3;F;1036;
2311;Altro;4;F;1036;
2467;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1036;
1345;Matematica, Informatica e Statistica;1;A;1037;
1346;Fisica e Chimica;2;A;1037;
1347;Ingegneria Navale;1;B;1037;
1348;Discipline Ingegneristiche;1;C;1037;
1349;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1037;
1350;A Scelta dello Studente;1;D;1037;
1351;Per la Prova Finale;1;E;1037;
3039;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1037;
1352;Ulteriori Conoscenze Linguistiche;1;F;1037;
2000;Abilità Informatiche e Relazionali;2;F;1037;
2156;Tirocini;3;F;1037;
2312;Altro;4;F;1037;
2468;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1037;
1353;Matematica, Informatica e Statistica;1;A;1038;
1354;Fisica e Chimica;2;A;1038;
1355;Ingegneria per l'Ambiente e il Territorio;1;B;1038;
1356;Discipline Ingegneristiche;1;C;1038;
1357;Cultura Scientifica, Umanistica, Giuridica, Economica, Socio-Politica;2;C;1038;
1358;A Scelta dello Studente;1;D;1038;
1328;Per la Prova Finale;1;E;1038;
3040;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1038;
1299;Ulteriori Conoscenze Linguistiche;1;F;1038;
2001;Abilità Informatiche e Relazionali;2;F;1038;
2157;Tirocini;3;F;1038;
2313;Altro;4;F;1038;
2469;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1038;
1300;Lingue di Studio, Lingue dei Segni, Linguistica, Linguaggi Settoriali;1;A;1039;
1301;Interpretazione Simultanea e Consecutiva;1;B;1039;
1302;Lessici Disciplinari;1;C;1039;
1303;A Scelta dello Studente;1;D;1039;
1304;Per la Prova Finale;1;E;1039;
3041;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1039;
1305;Ulteriori Conoscenze Linguistiche;1;F;1039;
2002;Abilità Informatiche e Relazionali;2;F;1039;
2158;Tirocini;3;F;1039;
2314;Altro;4;F;1039;
2470;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1039;
1306;Lingue e Letterature Moderne;1;A;1040;
1307;Lingua e Cultura Latina;2;A;1040;
1308;Discipline del Libro e degli Archivi;3;A;1040;
1309;Discipline Linguistiche;1;B;1040;
1310;Letteratura in Italia;2;B;1040;
1311;Discipline Critico-Metodologiche;3;B;1040;
1312;Discipline Storico-Geografiche;1;C;1040;
1313;Arte, Musica e Spettacolo;2;C;1040;
1314;Discipline Filosofiche;3;C;1040;
1315;A Scelta dello Studente;1;D;1040;
1316;Per la Prova Finale;1;E;1040;
3042;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1040;
1317;Ulteriori Conoscenze Linguistiche;1;F;1040;
2003;Abilità Informatiche e Relazionali;2;F;1040;
2159;Tirocini;3;F;1040;
2315;Altro;4;F;1040;
2471;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1040;
1318;Metodologie Linguistiche, Filologiche, Glottologiche e di Scienza della Traduzione Letteraria;1;A;1041;
1319;Letteratura Italiana e Comparata e Sociologia della Letteratura;2;A;1041;
1320;Discipline Storiche;3;A;1041;
1321;Lingue dell'Africa e dell'Asia;1;B;1041;
1322;Archeologie e Civilta dell'Africa e dell'Asia;2;B;1041;
1323;Discipline Archeologiche e Artistiche;1;C;1041;
1324;Discipline Filosofiche, Demoetnoantropologiche e Geografiche;2;C;1041;
1325;A Scelta dello Studente;1;D;1041;
1326;Per la Prova Finale;1;E;1041;
3043;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1041;
1327;Ulteriori Conoscenze Linguistiche;1;F;1041;
2004;Abilità Informatiche e Relazionali;2;F;1041;
2160;Tirocini;3;F;1041;
2316;Altro;4;F;1041;
2472;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1041;
1269;Metodologie Linguistiche, Filologiche, Glottologiche e di Scienza della Traduzione Letteraria;1;A;1042;
1270;Letteratura Italiana e Comparata e Sociologia della Letteratura;2;A;1042;
1271;Discipline Storiche;3;A;1042;
1272;Lingue e Letterature Moderne;1;B;1042;
1273;Discipline Artistiche;1;C;1042;
1274;Discipline Demoetnoantropologiche e Filosofiche;2;C;1042;
1275;Lingue e Letterature Antiche ed Extraeuropee;3;C;1042;
1276;A Scelta dello Studente;1;D;1042;
1298;Per la Prova Finale;1;E;1042;
3044;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1042;
1268;Ulteriori Conoscenze Linguistiche;1;F;1042;
2005;Abilità Informatiche e Relazionali;2;F;1042;
2161;Tirocini;3;F;1042;
2317;Altro;4;F;1042;
2473;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1042;
1277;Istituzioni Politico-Economiche;1;A;1043;
1278;Discipline Storiche e Sociologiche;2;A;1043;
1279;Discipline Geografiche Demoetnoantropologiche;3;A;1043;
1280;Discipline della Linguistica e della Comunicazione;1;B;1043;
1281;Lingue Straniere Moderne;2;B;1043;
1282;Discipline Giuridiche e Politiche;1;C;1043;
1283;Discipline Artistiche e Letterarie;2;C;1043;
1284;Informatica;3;C;1043;
1285;A Scelta dello Studente;1;D;1043;
1286;Per la Prova Finale;1;E;1043;
3045;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1043;
1287;Ulteriori Conoscenze Linguistiche;1;F;1043;
2006;Abilità Informatiche e Relazionali;2;F;1043;
2162;Tirocini;3;F;1043;
2318;Altro;4;F;1043;
2474;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1043;
1288;Metodologie Linguistiche e Filologiche;1;A;1044;
1289;Discipline Storiche;2;A;1044;
1290;Linguistica e Semiotica;1;B;1044;
1291;Lingue e Letterature Europee Antiche;2;B;1044;
1292;Lingue e Letterature Moderne;3;B;1044;
1293;Lingue e Letterature Extraeuropee dall'Antichita Ad Oggi;4;B;1044;
1294;Discipline Informatiche e Logico-Filosofiche;1;C;1044;
1295;Discipline Geografiche, Demoetnoantropologiche e della Documentazione;2;C;1044;
1296;A Scelta dello Studente;1;D;1044;
1297;Per la Prova Finale;1;E;1044;
3046;Valore Totale se Dato Disaggregato Non Disponibile;3;E;1044;
1267;Ulteriori Conoscenze Linguistiche;1;F;1044;
2007;Abilità Informatiche e Relazionali;2;F;1044;
2163;Tirocini;3;F;1044;
2319;Altro;4;F;1044;
2475;Valore Totale se Dato Disaggregato Non Disponibile;5;F;1044;
2787;Linguistica e Semiotica;1;T;1044;
2788;Lingue e Letterature Europee Antiche;2;T;1044;
2789;Lingue e Letterature Moderne;3;T;1044;
2790;Lingue e Letterature Extraeuropee dall'Antichita Ad Oggi;4;T;1044;
1241;Formazione Matematica;1;A;1045;
1242;Formazione Fisica e Informatica;2;A;1045;
1243;Formazione Logica e Fondazionale;1;B;1045;
1244;Formazione Algebrico-Geometrica;2;B;1045;
1245;Formazione Analitica;3;B;1045;
