ID_SETTORE;NOME_SETTORE;CODICE_AREA;DESCRIZIONE_AREA;
L-LIN/18;LINGUA E LETTERATURA ALBANESE;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-LIN/19;FILOLOGIA UGRO-FINNICA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-LIN/20;LINGUA E LETTERATURA NEOGRECA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-LIN/21;SLAVISTICA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/01;STORIA DEL VICINO ORIENTE ANTICO;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/02;EGITTOLOGIA E CIVILTA COPTA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/03;ASSIRIOLOGIA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/04;ANATOLISTICA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/05;ARCHEOLOGIA E STORIA DELL'ARTE DEL VICINO ORIENTE ANTICO;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/06;ARCHEOLOGIA FENICIO-PUNICA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/07;SEMITISTICA-LINGUE E LETTERATURE DELL'ETIOPIA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/08;EBRAICO;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/09;LINGUE E LETTERATURE DELL'AFRICA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/10;STORIA DEI PAESI ISLAMICI;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/11;ARCHEOLOGIA E STORIA DELLL'ARTE MUSULMANA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/12;LINGUA E LETTERATURA ARABA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/13;ARMENISTICA, CAUCASOLOGIA, MONGOLISTICA E TURCOLOGIA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/14;FILOLOGIA, RELIGIONI E STORIA DELL'IRAN;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
MED/38;PEDIATRIA GENERALE E SPECIALISTICA;06;SCIENZE MEDICHE;
MED/39;NEUROPSICHIATRIA INFANTILE;06;SCIENZE MEDICHE;
MED/40;GINECOLOGIA E OSTETRICIA;06;SCIENZE MEDICHE;
MED/41;ANESTESIOLOGIA;06;SCIENZE MEDICHE;
MED/42;IGIENE GENERALE E APPLICATA;06;SCIENZE MEDICHE;
MED/43;MEDICINA LEGALE;06;SCIENZE MEDICHE;
MED/44;MEDICINA DEL LAVORO;06;SCIENZE MEDICHE;
MED/45;SCIENZE INFERMIERISTICHE GENERALI, CLINICHE E PEDIATRICHE;06;SCIENZE MEDICHE;
MED/46;SCIENZE TECNICHE DI MEDICINA E DI LABORATORIO;06;SCIENZE MEDICHE;
MED/47;SCIENZE INFERMIERISTICHE OSTETRICO-GINECOLOGICHE;06;SCIENZE MEDICHE;
MED/48;SCIENZE INFERMIERISTICHE E TECNICHE NEURO-PSICHIATRICHE E RIABILITATIVE;06;SCIENZE MEDICHE;
MED/49;SCIENZE TECNICHE DIETETICHE APPLICATE;06;SCIENZE MEDICHE;
MED/50;SCIENZE TECNICHE MEDICHE E APPLICATE;06;SCIENZE MEDICHE;
MED/51;SOPPRESSO con DM 26.6.00 - ATTIVITA MOTORIE;06;SCIENZE MEDICHE;
SECS-P/01;ECONOMIA POLITICA;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/02;POLITICA ECONOMICA;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/03;SCIENZA DELLE FINANZE;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/04;STORIA DEL PENSIERO ECONOMICO;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/05;ECONOMETRIA;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/06;ECONOMIA APPLICATA;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/07;ECONOMIA AZIENDALE;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/08;ECONOMIA E GESTIONE DELLE IMPRESE;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/09;FINANZA AZIENDALE;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/10;ORGANIZZAZIONE AZIENDALE;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/11;ECONOMIA DEGLI INTERMEDIARI FINANZIARI;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/12;STORIA ECONOMICA;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-P/13;SCIENZE MERCEOLOGICHE;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-S/01;STATISTICA;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-S/02;STATISTICA PER LA RICERCA SPERIMENTALE E TECNOLOGICA;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-S/03;STATISTICA ECONOMICA;13;SCIENZE ECONOMICHE E STATISTICHE;
SECS-S/04;DEMOGRAFIA;13;SCIENZE ECONOMICHE E STATISTICHE;
L-OR/15;LINGUA E LETTERATURA PERSIANA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/16;ARCHEOLOGIA E STORIA DELLL'ARTE DELL'INDIA E DELL'ASIA CENTRALE;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/17;FILOSOFIE, RELIGIONI E STORIA DELL'INDIA E DELL'ASIA CENTRALE;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/18;INDOLOGIA E TIBETOLOGIA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/19;LINGUE E LETTERATURE MODERNE DEL SUBCONTINENTE INDIANO;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/20;ARCHEOLOGIA, STORIA DELLL'ARTE E FILOSOFIE DELL'ASIA ORIENTALE;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/21;LINGUE E LETTERATURE DELLA CINA E DELL'ASIA SUD-ORIENTALE;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/22;LINGUE E LETTERATURE DEL GIAPPONE E DELLA COREA;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
L-OR/23;STORIA DELL'ASIA ORIENTALE E SUD-ORIENTALE;10;SCIENZE DELL'ANTICHITA', FILOLOGICO-LETTERARIE E STORICO-ARTISTICHE;
M-DEA/01;DISCIPLINE DEMOETNOANTROPOLOGICHE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-EDF/01;METODI E DIDATTICHE DELLE ATTIVITA MOTORIE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-EDF/02;METODI E DIDATTICHE DELLE ATTIVITA SPORTIVE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-FIL/01;FILOSOFIA TEORETICA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-FIL/02;LOGICA E FILOSOFIA DELLA SCIENZA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-FIL/03;FILOSOFIA MORALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-FIL/04;ESTETICA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-FIL/05;FILOSOFIA E TEORIA DEI LINGUAGGI;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-FIL/06;STORIA DELLA FILOSOFIA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-FIL/07;STORIA DELLA FILOSOFIA ANTICA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-FIL/08;STORIA DELLA FILOSOFIA MEDIEVALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-GGR/01;GEOGRAFIA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-GGR/02;GEOGRAFIA ECONOMICO-POLITICA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PED/01;PEDAGOGIA GENERALE E SOCIALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PED/02;STORIA DELLA PEDAGOGIA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PED/03;DIDATTICA E PEDAGOGIA SPECIALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PED/04;PEDAGOGIA SPERIMENTALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PSI/01;PSICOLOGIA GENERALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PSI/02;PSICOBIOLOGIA E PSICOLOGIA FISIOLOGICA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PSI/03;PSICOMETRIA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PSI/04;PSICOLOGIA DELLO SVILUPPO E PSICOLOGIA DELL'EDUCAZIONE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PSI/05;PSICOLOGIA SOCIALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PSI/06;PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PSI/07;PSICOLOGIA DINAMICA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-PSI/08;PSICOLOGIA CLINICA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/01;STORIA MEDIEVALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/02;STORIA MODERNA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/03;STORIA DELL'EUROPA ORIENTALE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/04;STORIA CONTEMPORANEA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/05;STORIA DELLA SCIENZA E DELLE TECNICHE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/06;STORIA DELLE RELIGIONI;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/07;STORIA DEL CRISTIANESIMO E DELLE CHIESE;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/08;ARCHIVISTICA, BIBLIOGRAFIA E BIBLIOTECONOMIA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
M-STO/09;PALEOGRAFIA;11;SCIENZE STORICHE, FILOSOFICHE, PEDAGOGICHE E PSICOLOGICHE;
MAT/01;LOGICA MATEMATICA;01;SCIENZE MATEMATICHE E INFORMATICHE;
MAT/02;ALGEBRA;01;SCIENZE MATEMATICHE E INFORMATICHE;
MAT/03;GEOMETRIA;01;SCIENZE MATEMATICHE E INFORMATICHE;
MAT/04;MATEMATICHE COMPLEMENTARI;01;SCIENZE MATEMATICHE E INFORMATICHE;
MAT/05;ANALISI MATEMATICA;01;SCIENZE MATEMATICHE E INFORMATICHE;
MAT/06;PROBABILITA E STATISTICA MATEMATICA;01;SCIENZE MATEMATICHE E INFORMATICHE;
MAT/07;FISICA MATEMATICA;01;SCIENZE MATEMATICHE E INFORMATICHE;
MAT/08;ANALISI NUMERICA;01;SCIENZE MATEMATICHE E INFORMATICHE;
MAT/09;RICERCA OPERATIVA;01;SCIENZE MATEMATICHE E INFORMATICHE;
MED/01;STATISTICA MEDICA;06;SCIENZE MEDICHE;
MED/02;STORIA DELLA MEDICINA;06;SCIENZE MEDICHE;
MED/03;GENETICA MEDICA;06;SCIENZE MEDICHE;
MED/04;PATOLOGIA GENERALE;06;SCIENZE MEDICHE;
MED/05;PATOLOGIA CLINICA;06;SCIENZE MEDICHE;
MED/06;ONCOLOGIA MEDICA;06;SCIENZE MEDICHE;
MED/07;MICROBIOLOGIA E MICROBIOLOGIA CLINICA;06;SCIENZE MEDICHE;
MED/08;ANATOMIA PATOLOGICA;06;SCIENZE MEDICHE;
MED/09;MEDICINA INTERNA;06;SCIENZE MEDICHE;
MED/10;MALATTIE DELL'APPARATO RESPIRATORIO;06;SCIENZE MEDICHE;
MED/11;MALATTIE DELL'APPARATO CARDIOVASCOLARE;06;SCIENZE MEDICHE;
MED/12;GASTROENTEROLOGIA;06;SCIENZE MEDICHE;
MED/13;ENDOCRINOLOGIA;06;SCIENZE MEDICHE;
MED/14;NEFROLOGIA;06;SCIENZE MEDICHE;
MED/15;MALATTIE DEL SANGUE;06;SCIENZE MEDICHE;
MED/16;REUMATOLOGIA;06;SCIENZE MEDICHE;
MED/17;MALATTIE INFETTIVE;06;SCIENZE MEDICHE;
MED/18;CHIRURGIA GENERALE;06;SCIENZE MEDICHE;
MED/19;CHIRURGIA PLASTICA;06;SCIENZE MEDICHE;
MED/20;CHIRURGIA PEDIATRICA E INFANTILE;06;SCIENZE MEDICHE;
MED/21;CHIRURGIA TORACICA;06;SCIENZE MEDICHE;
MED/22;CHIRURGIA VASCOLARE;06;SCIENZE MEDICHE;
MED/23;CHIRURGIA CARDIACA;06;SCIENZE MEDICHE;
MED/24;UROLOGIA;06;SCIENZE MEDICHE;
MED/25;PSICHIATRIA;06;SCIENZE MEDICHE;
MED/26;NEUROLOGIA;06;SCIENZE MEDICHE;
MED/27;NEUROCHIRURGIA;06;SCIENZE MEDICHE;
MED/28;MALATTIE ODONTOSTOMATOLOGICHE;06;SCIENZE MEDICHE;
MED/29;CHIRURGIA MAXILLOFACCIALE;06;SCIENZE MEDICHE;
MED/30;MALATTIE APPARATO VISIVO;06;SCIENZE MEDICHE;
MED/31;OTORINOLARINGOIATRIA;06;SCIENZE MEDICHE;
MED/32;AUDIOLOGIA;06;SCIENZE MEDICHE;
MED/33;MALATTIE APPARATO LOCOMOTORE;06;SCIENZE MEDICHE;
MED/34;MEDICINA FISICA E RIABILITATIVA;06;SCIENZE MEDICHE;
MED/35;MALATTIE CUTANEE E VENEREE;06;SCIENZE MEDICHE;
MED/36;DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA;06;SCIENZE MEDICHE;
MED/37;NEURORADIOLOGIA;06;SCIENZE MEDICHE;
