ID_SCUOLA;CODICE_SCUOLA;DENOMINAZIONE;TIPO_SCUOLA;ENTE;REGIONE;PROVINCIA;COMUNE;CAP;INDIRIZZO;TELEFONO;LIVELLO_FUNZIONALE;CODICE_SCUOLA_RIFERIMENTO;TIPOLOGIA;TIPOLOGIA_SEDE;PARITA;CODICE_ISTAT;
6073;VETD030001;LEON BATTISTA ALBERTI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VENEZIA;SAN DONA' DI PIAVE;30027;VIA PERUGIA 1;0421 335711;ISTITUTO PRINCIPALE;;;;;027033;
6077;VETD06000R;MARIA LAZZARI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VENEZIA;DOLO;30031;VIA CURZIO FRASIO 25;041 5101144;ISTITUTO PRINCIPALE;;;;;027012;
6078;VETD07000B;'8 MARZO';ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VENEZIA;MIRANO;30035;VIALE MATTEOTTI;041 430955;ISTITUTO PRINCIPALE;;;;;027024;
6079;VETD080002;DOMENICO CESTARI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VENEZIA;CHIOGGIA;30015;BORGO SAN GIOVANNI 12/A;041 4967600;ISTITUTO PRINCIPALE;;;;;027008;
6083;VETF010002;RIGHI;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VENEZIA;CHIOGGIA;30015;VIA A.MORO, 1097;041 4965811;ISTITUTO PRINCIPALE;;;;;027008;
6086;VETF030007;PACINOTTI;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VENEZIA;VENEZIA;30173;VIA CANEVE, 93;041 5350355;ISTITUTO PRINCIPALE;;;;;027042;
6088;VETF04000T;C.ZUCCANTE;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VENEZIA;VENEZIA;30173;VIA BAGLIONI, 22;041 5341046;ISTITUTO PRINCIPALE;;;;;027042;
6090;VETF060003;VITO VOLTERRA;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VENEZIA;SAN DONA' DI PIAVE;30027;VIA MILANO, 9;0421 339411;ISTITUTO PRINCIPALE;;;;;027033;
6091;VETF07000N;PRIMO LEVI;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VENEZIA;MIRANO;30035;VIA MATTEOTTI;041 4355981;ISTITUTO PRINCIPALE;;;;;027024;
6095;VETL02000R;CARLO SCARPA;ISTITUTO TECNICO PER GEOMETRI;Statale;VENETO;VENEZIA;SAN DONA' DI PIAVE;30027;VIA PERUGIA 7;0421 50122;ISTITUTO PRINCIPALE;;;;;027033;
6096;VETN01000N;F.ALGAROTTI;ISTITUTO TECNICO PER IL TURISMO;Statale;VENETO;VENEZIA;VENEZIA;30121;CANNAREGIO, 349-351;041 716266;ISTITUTO PRINCIPALE;;;;;027042;
6097;VETN020008;A.GRITTI;ISTITUTO TECNICO PER IL TURISMO;Statale;VENETO;VENEZIA;VENEZIA;30173;VIA MURATORI, 7;041 5350505;ISTITUTO PRINCIPALE;;;;;027042;
6181;VRPS00101T;LEONARDO DA VINCI;LICEO SCIENTIFICO;Statale;VENETO;VERONA;CEREA;37053;VIA GHANDI;0442 82064;;VRIS00100B;SS;;;023025;
6222;VRTD00101N;I.T.C. CEREA;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;CEREA;37053;VIA GANDHI;0442 82064;;VRIS00100B;SS;;;023025;
6208;VRSD002014;N.NANI;ISTITUTO D'ARTE;Statale;VENETO;VERONA;VERONA;37138;VIA DELLE COSTE, 6;045 569548;;VRIS002007;SS;;;023091;
6210;VRSL00201E;U. BOCCIONI;LICEO ARTISTICO;Statale;VENETO;VERONA;VERONA;37138;VIA DELLE COSTE 6;045 569548;;VRIS002007;SS;;;023091;
6195;VRRC003012;MINGHETTI;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;VENETO;VERONA;LEGNAGO;37045;VIA FRATTINI 12;;;VRIS003003;SS;;;023044;
6212;VRTD003019;M. MINGHETTI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;LEGNAGO;37045;VIA FRATTINI;0442 601755;;VRIS003003;SS;;;023044;
6214;VRTD004015;LUCIANO DAL CERO;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;SAN BONIFACIO;37047;VIA FIUME;045 7611398;;VRIS00400V;SS;;;023069;
6231;VRTF00401B;I.T.I. L.DAL CERO (SEDE STACCATA);ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VERONA;SAN BONIFACIO;37047;VIA CAMPOROSOLO, 151;045 7610942;;VRIS00400V;SS;;;023069;
6200;VRRH00602Q;CARNACINA SEZ. VALEGGIO;ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE;Statale;VENETO;VERONA;VALEGGIO SUL MINCIO;37067;-;;;VRIS00600E;SS;;;023089;
6199;VRRH03000E;LUIGI CARNACINA;ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE;Statale;VENETO;VERONA;BARDOLINO;37011;VIA EUROPA UNITA;045 6213311;;VRIS00600E;SS;;;023006;
6198;VRRC00602E;ANTI C. SEZ. PESCHIERA;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;VENETO;VERONA;PESCHIERA DEL GARDA;37019;VIA F.MARZAN;045 7550013;;VRIS00600E;SS;;;023059;
6197;VRRC00601D;I.P.C. SEZ. GARDA;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;VENETO;VERONA;GARDA;37016;;045 7255041;;VRIS00600E;SS;;;023036;
6196;VRRC00702A;ANTI C.;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;VENETO;VERONA;VILLAFRANCA DI VERONA;37069;VIA MAGENTA 7B;045 6303088;;VRIS00700A;SS;;;023096;
6235;VRTF00701V;I.T.I. SEZ. VILLAFRANCA;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VERONA;VILLAFRANCA DI VERONA;37069;VIA MAGENTA 7B;045 6303088;;VRIS00700A;SS;;;023096;
6175;VRPM00801N;GUARINO VERONESE;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Statale;VENETO;VERONA;SAN BONIFACIO;37047;VIA VITTORIO VENETO 28;045 7610190;;VRIS008006;SS;;;023069;
6176;VRPS00801L;A.M. ROVEGGIO;LICEO SCIENTIFICO;Statale;VENETO;VERONA;COLOGNA VENETA;37044;VIA COLONELLO GASPARI, 2;0442 85850;;VRIS008006;SS;;;023027;
11351;VRTE00901Q;ISTITUTO TECNICO PER ATTIVITA' SOCIALI;ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF);Statale;VENETO;VERONA;VERONA;37129;PIAZZA BERNARDI 2;;;VRIS009002;;;;023091;
6194;VRRC009011;M.SANMICHELI;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;VENETO;VERONA;VERONA;37129;PIAZZA BERNARDI 2;045 8003721;;VRIS009002;;;;023091;
6219;VRTD011018;ETTORE BOLISANI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;BOVOLONE;37051;V.LE LIBERTA', 1;045 7300922;;VRIS011002;SS;;;023012;
6218;VRTD01103A;ETTORE BOLISANI SEZ.VILLAFRANCA;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;VILLAFRANCA DI VERONA;37069;VIA MARSALA 18;045 6300387;;VRIS011002;SS;;;023096;
6217;VRTD011029;ETTORE BOLISANI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;ISOLA DELLA SCALA;37063;VIALE RIMEMBRANZA 42;045 7300922;;VRIS011002;;;;023040;
10276;VRRA01203X;STEFANI-BENTEGODI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;SAN PIETRO IN CARIANO;37029;VIA OMERO SPERI 6;045 7701594;;VRIS01200T;;;;023076;
10273;VRTA01202P;STEFANI-BENTEGODI;ISTITUTO TECNICO AGRARIO;Statale;VENETO;VERONA;CALDIERO;37042;;;;VRIS01200T;;;;023017;
10274;VRTA01201N;STEFANI-BENTEGODI;ISTITUTO TECNICO AGRARIO;Statale;VENETO;VERONA;BUTTAPIETRA;37060;VIALE DELL'AGRICOLTURA 1;0456 660235;;VRIS01200T;;;;023016;
10277;VRRA01202V;STEFANI-BENTEGODI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;ISOLA DELLA SCALA;37063;VIA RIMEMBRANZA 53;0457 300252;;VRIS01200T;;;;023040;
10275;VRRA012041;STEFANI - BENTEGODI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;VILLAFRANCA DI VERONA;37069;VIA OSPEDALE;045 6300393;;VRIS01200T;;;;023096;
10278;VRRA01201T;STEFANI-BENTEGODI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;CALDIERO;37063;VIA STAZIONE;0457 650182;;VRIS01200T;;;;023017;
6233;VRTF014023;NOGARA;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VERONA;NOGARA;;;;;VRIS01400D;SS;;;023053;
6232;VRTF014012;GIOVANNI SILVA;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VERONA;LEGNAGO;37045;VIA NINO BIXIO, 53;0442 21593;;VRIS01400D;;;;023044;
11400;VRTL01401N;PER GEOMETRI;ISTITUTO TECNICO PER GEOMETRI;Statale;VENETO;VERONA;LEGNAGO;37045;VIA NINO BIXIO, 53;;;VRIS01400D;;;;023044;
10506;VRPS01601G;L. CALABRESE - P. LEVI;LICEO SCIENTIFICO;Statale;VENETO;VERONA;SAN PIETRO IN CARIANO;37029;VIA OMERO SPERI, 8;045 6800761;;VRIS016005;;;;023076;
10507;VRTD01601B;L. CALABRESE - P. LEVI;ISTITUTO TECNICO COMMERCIALE;Statale;VENETO;VERONA;SAN PIETRO IN CARIANO;37029;VIA MARA 6;045 7702648;;VRIS016005;;;;023076;
10509;VRPS01701B;MARIE CURIE GARDA-BUSSOLENGO;LICEO SCIENTIFICO;Statale;VENETO;VERONA;BUSSOLENGO;37012;GEN.LE DALLA CHIESA, 10;045 7153099;;VRIS017001;;;;023015;
10222;VRRC01701X;MARIE CURIE GARDA-BUSSOLENGO;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI;Statale;VENETO;VERONA;GARDA;37016;VIA BARBARANI;0456 270680;;VRIS017001;;;;023036;
10508;VRTD017017;MARIE CURIE GARDA-BUSSOLENGO;ISTITUTO TECNICO COMMERCIALE;Statale;VENETO;VERONA;BUSSOLENGO;37012;GEN.LE DALLA CHIESA, 10;045 7153099;;VRIS017001;;;;023015;
10223;VRPS01702C;MARIE CURIE GARDA-BUSSOLENGO;LICEO SCIENTIFICO;Statale;VENETO;VERONA;GARDA;37016;VIA BARBARANI;0456 270680;;VRIS017001;;;;023036;
6184;VRPS06002P;L.SCIENTIFICO  MEDI  SEZ. ISOLA D. SCALA;LICEO SCIENTIFICO;Statale;VENETO;VERONA;ISOLA DELLA SCALA;37063;V.LE RIMEMBRANZA, 42;;;VRPS06000L;SS;;;023040;
6183;VRPS10001V;LICEO SC. SEZ. GARDA;LICEO SCIENTIFICO;Statale;VENETO;VERONA;GARDA;37016;;;;VRPS10000T;SS;;;023036;
6189;VRRA01005A;ETTORE STEFANI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;VILLAFRANCA DI VERONA;37069;VIA OSPEDALE;045 6300393;;VRRA010005;SS;;;023096;
6188;VRRA010049;ETTORE STEFANI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;SAN PIETRO IN CARIANO;37029;VIA OMERO SPERI 6;045 7701594;;VRRA010005;SS;;;023076;
6186;VRRA010016;ETTORE STEFANI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;CALDIERO;37042;VIA STAZIONE;045 7650182;;VRRA010005;SS;;;023017;
6187;VRRA010038;ETTORE STEFANI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;LEGNAGO;37045;VIA NINO BIXIO 49;0442 20036;;VRRA010005;SS;;;023044;
6193;VRRA01055Q;ETTORE STEFANI - SERALE;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;LEGNAGO;37045;VIA NINO BIXIO 49;0442 20036;CORSO SERALE;VRRA010038;SS;;;023044;
6191;VRRA012517;ETTORE STEFANI - SERALE;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;CALDIERO;37042;VIA STAZIONE;045 7652429;CORSO SERALE;VRRA01201T;SS;;;023017;
6190;VRRA012528;ETTORE STEFANI - SERALE;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;ISOLA DELLA SCALA;37063;VIA RIMEMBRANZA 53;045 7300252;CORSO SERALE;VRRA01202V;SS;;;023040;
6192;VRRA012539;ETTORE STEFANI - SERALE;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;SAN PIETRO IN CARIANO;37029;VIA OMERO SPERI 6;045 7701594;CORSO SERALE;VRRA01203X;SS;;;023076;
6203;VRRH020011;ANGELO BERTI;ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE;Statale;VENETO;VERONA;SOAVE;37038;VIALE DELLA VITTORIA 93;045 7680071;;VRRH02000X;SS;;;023081;
6204;VRRH020509;ANGELO BERTI (CORSO SERALE);ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE;Statale;VENETO;VERONA;VERONA;37139;VIA AEROPORTO BERARDI, 51;045 569443;CORSO SERALE;VRRH02000X;SS;;;023091;
6201;VRRH03050X;CARNACINA (CORSO SERALE);ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE;Statale;VENETO;VERONA;BARDOLINO;37011;VIA EUROPA UNITA;;CORSO SERALE;VRRH03000E;SS;;;023006;
12082;VRRH03001G;CARNACINA SEZ VALEGGIO;ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE;Statale;VENETO;VERONA;VALEGGIO SUL MINCIO;37067;VIA CENTRO, 1;;;VRRH03000E;;;;023089;
6206;VRRI01001T;GIOVANNI GIORGI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;VENETO;VERONA;BOVOLONE;37051;PIAZZALE ALDO MORO, 2;045 6902057;;VRRI01000R;SS;;;023012;
6209;VRSL00250V;U. BOCCIONI - SERALE;LICEO ARTISTICO;Statale;VENETO;VERONA;VERONA;37138;VIA DELLE COSTE 6;045 569548;CORSO SERALE;VRSL00201E;SS;;;023091;
6213;VRTD00351P;M. MINGHETTI (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;LEGNAGO;37045;VIA FRATTINI;0442 21988;CORSO SERALE;VRTD003019;SS;;;023044;
6220;VRTD01152P;ETTORE BOLISANI - SERALE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;ISOLA DELLA SCALA;37063;VIALE RIMEMBRANZA, 42;045 7300922;CORSO SERALE;VRTD011029;SS;;;023040;
6221;VRTD01153Q;ETTORE BOLISANI - SERALE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;VILLAFRANCA DI VERONA;37069;VIA MARSALA 18;045 6300387;CORSO SERALE;VRTD01103A;SS;;;023096;
6225;VRTD090019;I.T.C. L. CALABRESE (SEZ.ASS. PACLE);ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;BUSSOLENGO;37012;GEN.LE DALLA CHIESA, 10;045 7153099;;VRTD090008;SS;;;023015;
12130;VRTD100503;MARCO POLO (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE;Statale;VENETO;VERONA;VERONA;;VIA MOSCHINI 11/B;;CORSO SERALE;VRTD10000N;;;;023091;
6227;VRTD11050N;I.T.P.A.G. RICCI (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;LEGNAGO;37045;VIA NINO BIXIO 49;0442 25233;CORSO SERALE;VRTD110008;SS;;;023044;
6229;VRTD13050V;LORGNA -PINDEMONTE (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;VERONA;37100;CORSO CAVOUR;045 596144;CORSO SERALE;VRTD13000D;SS;;;023091;
6237;VRTL010518;I.T.G. CANGRANDE (CORSO SERALE);ISTITUTO TECNICO PER GEOMETRI;Statale;VENETO;VERONA;VERONA;37100;CORSO PORTA NUOVA;045 8034199;CORSO SERALE;VRTL01000T;SS;;;023091;
11295;VRTL01451G;PER GEOMETRI(CORSO SERALE);ISTITUTO TECNICO PER GEOMETRI;Statale;VENETO;VERONA;LEGNAGO;;VIA NINO BIXIO, 53;;CORSO SERALE;VRTL01401N;;;;023044;
9716;VRPS11000C;NICCOLO' COPERNICO;LICEO SCIENTIFICO;Statale;VENETO;VERONA;VERONA;37132;VIA ANTI, 5;045 8921284;;;;;;023091;
6173;VRPC03000N;AGLI ANGELI;LICEO CLASSICO;Statale;VENETO;VERONA;VERONA;37122;VIA C. BATTISTI, 8;045 8000357;ISTITUTO PRINCIPALE;;;;;023091;
6174;VRPM01000L;CARLO MONTANARI;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Statale;VENETO;VERONA;VERONA;37122;VICOLO STIMATE 4;045 8007311;ISTITUTO PRINCIPALE;;;;;023091;
6177;VRPS020006;GALILEI;LICEO SCIENTIFICO;Statale;VENETO;VERONA;VERONA;37135;VIA S. GIACOMO 11;045 504850;ISTITUTO PRINCIPALE;;;;;023091;
6178;VRPS03000R;GIROLAMO FRACASTORO;LICEO SCIENTIFICO;Statale;VENETO;VERONA;VERONA;37129;VIA MOSCHINI, 14;045 8348772;ISTITUTO PRINCIPALE;;;;;023091;
6180;VRPS04000B;A. MESSEDAGLIA;LICEO SCIENTIFICO;Statale;VENETO;VERONA;VERONA;37122;VIA DON G. BERTONI 3/B;045 8034772;ISTITUTO PRINCIPALE;;;;;023091;
6182;VRPS06000L;ENRICO MEDI;LICEO SCIENTIFICO;Statale;VENETO;VERONA;VILLAFRANCA DI VERONA;37069;VIA MAGENTA 7/A;045 7902067;ISTITUTO PRINCIPALE;;;;;023096;
6179;VRPS10000T;PRIMO LEVI;LICEO SCIENTIFICO;Statale;VENETO;VERONA;SAN PIETRO IN CARIANO;37020;VIA OMERO SPERI, 8;045 6800761;ISTITUTO PRINCIPALE;;;;;023076;
6185;VRRA010005;ETTORE STEFANI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;VENETO;VERONA;ISOLA DELLA SCALA;37063;VIA RIMEMBRANZA 53;045 7300252;ISTITUTO PRINCIPALE;;;;;023040;
6202;VRRH02000X;ANGELO BERTI;ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE;Statale;VENETO;VERONA;VERONA;37139;VIA AREOP. ANGELO BERARDI, 51;045 569443;ISTITUTO PRINCIPALE;;;;;023091;
6205;VRRI01000R;G. GIORGI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;VENETO;VERONA;VERONA;37129;VIA RISMONDO, 10;045 8033568;ISTITUTO PRINCIPALE;;;;;023091;
6207;VRRI02000B;ENRICO FERMI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;VENETO;VERONA;VERONA;37138;PIAZZALE GUARDINI, 2;045 567144;ISTITUTO PRINCIPALE;;;;;023091;
2414;VRST01000T;F.E.DALL'ABACO;CONSERVATORIO DI MUSICA;Statale;VENETO;VERONA;VERONA;37121;VIA A. MASSALONGO 2;045 8002814;ISTITUTO PRINCIPALE;;;;;023091;
6211;VRTA010001;M.A.BENTEGODI;ISTITUTO TECNICO AGRARIO;Statale;VENETO;VERONA;BUTTAPIETRA;37060;VIA DELL'AGRICOLTURA;045 6660235;ISTITUTO PRINCIPALE;;;;;023016;
6215;VRTD05000T;LUIGI EINAUDI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;VERONA;37135;VIA S.GIACOMO 13;045 501110;ISTITUTO PRINCIPALE;;;;;023091;
6216;VRTD06000C;ALDO PASOLI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;VERONA;37131;VIA G. DALLA CORTE 15;045 8920222;ISTITUTO PRINCIPALE;;;;;023091;
6223;VRTD090008;LORENZO CALABRESE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;SAN PIETRO IN CARIANO;37029;VIA MARA 6;045 7702648;ISTITUTO PRINCIPALE;;;;;023076;
6224;VRTD10000N;MARCO POLO;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;VERONA;37129;VIA MOSCHINI;045 8340752;ISTITUTO PRINCIPALE;;;;;023091;
6226;VRTD110008;MATTEO RICCI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;LEGNAGO;37045;VIA NINO BIXIO, 49;0442 21985;ISTITUTO PRINCIPALE;;;;;023044;
6228;VRTD13000D;LORGNA-PINDEMONTE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;VENETO;VERONA;VERONA;37121;CORSO CAVOUR;045 596144;ISTITUTO PRINCIPALE;;;;;023091;
6230;VRTF01000N;FERRARIS;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VERONA;VERONA;37100;VIA DEL PONTIERE, 40;045 595855;ISTITUTO PRINCIPALE;;;;;023091;
6234;VRTF03000V;GUGLIELMO MARCONI;ISTITUTO TECNICO INDUSTRIALE;Statale;VENETO;VERONA;VERONA;37138;PIAZZALE GUARDINI, 1;045 8101428;ISTITUTO PRINCIPALE;;;;;023091;
6236;VRTL01000T;CANGRANDE DELLA SCALA;ISTITUTO TECNICO PER GEOMETRI;Statale;VENETO;VERONA;VERONA;37122;CORSO PORTA NUOVA 66;045 8034199;ISTITUTO PRINCIPALE;;;;;023091;
6238;VRVE01000P;AGLI ANGELI;EDUCANDATO;Statale;VENETO;VERONA;VERONA;37122;VIA CESARE BATTISTI 8;045 8006668;ISTITUZIONE EDUCAT.;;IP;;;023091;
7821;VRRI355001;LEONARDO DA VINCI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Non statale;VENETO;VERONA;VERONA;37100;V. BELLUZZO 2;045 973939;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7822;VRRI46500C;BON BRENZONI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Non statale;VENETO;VERONA;VERONA;37100;V. XX SETTEMBRE 19;045 8006169;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7823;VRSL01500G;MICHELANGELO BUONARROTI;LICEO ARTISTICO;Non statale;VENETO;VERONA;VERONA;37100;V.SEMINARIO 12;045 8032919;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7824;VRTB025006;LINDBERGH FLYING SCHOOL;ISTITUTO TECNICO AREONAUTICO;Non statale;VENETO;VERONA;VERONA;37100;VIA VILLA 12;045 8032037;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7825;VRTD01500E;ISTITUTO TECNICO COMMERCIALE ALEARDO ALEARDI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;VENETO;VERONA;VERONA;37100;V.SEGANTINI 20;045 578200;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7826;VRTD025005;ISTITUTO TECNICO DON BOSCO;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;VENETO;VERONA;VERONA;37123;V.PROVOLO 16;045 8070711;;;;LEGALMENTE RICONOSCIUTA;;023091;
7827;VRTD04500A;ISTITUTO TECNICO FIGLIE SACRO CUORE DI GESU';ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;VENETO;VERONA;VERONA;37100;P.ZA CITTADELLA 10;045 8006842;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7828;VRTD075006;ISTITUTO TECNICO BENACUS;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;VENETO;VERONA;CASTELNUOVO DEL GARDA;37010;VIA XXV APRILE, 100;045 7553666;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023022;
7829;VRTD90500Q;ISTITUTO TECNICO COMMERCIALE S.CARLO;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;VENETO;VERONA;VERONA;37125;VIA VILLA 12;045 8342055;;;;LEGALMENTE RICONOSCIUTA;;023091;
7830;VRTF01500R;SAN ZENO;ISTITUTO TECNICO INDUSTRIALE;Non statale;VENETO;VERONA;VERONA;37138;V.DON MINZONI 50;045 8070123;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7831;VRTF02500B;ALLE STIMATE;ISTITUTO TECNICO INDUSTRIALE;Non statale;VENETO;VERONA;VERONA;37100;V.MONTANARI 1/3;045 8006662;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7832;VRTF035002;S.CARLO;ISTITUTO TECNICO INDUSTRIALE;Non statale;VENETO;VERONA;VERONA;37125;V.VILLA 12 (FRAZ.QUINZANO);045 8342055;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7833;VRTL015001;ISTITUTO TECNICO PER GEOMETRI;ISTITUTO TECNICO PER GEOMETRI;Non statale;VENETO;VERONA;VERONA;37100;V.SEGANTINI 20;045 578200;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7834;VRTN01500C;ROMANO GUARDINI;ISTITUTO TECNICO PER IL TURISMO;Non statale;VENETO;VERONA;VERONA;37100;LUNGADIGE ATTIRAGLIO 65;045 912666;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7835;VRTN025003;SACRA FAMIGLIA;ISTITUTO TECNICO PER IL TURISMO;Non statale;VENETO;VERONA;BRENZONE;37010;V.NASCIMBENI 12;045 6598130;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023014;
7803;VRPC01500G;LICEO CLASSICO ALLE STIMATE;LICEO CLASSICO;Non statale;VENETO;VERONA;VERONA;37122;V.MONTANARI 1/3;045 8006662;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7804;VRPC025006;GIBERTI MATTEO;LICEO CLASSICO;Non statale;VENETO;VERONA;VERONA;37100;V. BACILIERI 1;045 8399618;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
7805;VRPC04500B;DON NICOLA MAZZA;LICEO CLASSICO;Non statale;VENETO;VERONA;VERONA;37100;V.SAN CARLO 5;045 8348536;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;023091;
